id,source,target,year,month,day,mode,companions,notes
100436,star_tavern,chequers_inn,1659/60,2,11,walk,James Chetwind,"""we came to the Chequers at Charing Cross"""
100437,chequers_inn,home_axe_yard,1659/60,2,11,walk,,
100438,home_axe_yard,new_exchange,1659/60,2,11,walk,Elizabeth Pepys,"""after walking as far as the Exchange"" - read as the New Exchange in the Strand, not the Royal Exchange in the City, on the walking distance from Axe Yard; network4 reads it the same way. FLAG"
100439,new_exchange,home_axe_yard,1659/60,2,11,walk,Elizabeth Pepys,
100440,home_axe_yard,whitehall_palace,1659/60,2,12,walk,James Pierce,
100441,whitehall_palace,home_axe_yard,1659/60,2,12,walk,,
100442,home_axe_yard,st_james_park,1659/60,2,12,walk,Thomas Pepys; partner of Thomas Pepys,"""before dinner we went and took a walk round the park"""
100443,st_james_park,home_axe_yard,1659/60,2,12,walk,Thomas Pepys; partner of Thomas Pepys,
100444,home_axe_yard,moorfields,1659/60,2,12,walk,Thomas Pepys; partner of Thomas Pepys,"""we three went into London together"""
100445,moorfields,st_pauls_churchyard,1659/60,2,12,walk,,"""Here I took leave of them, and so to Paul's"""
100446,st_pauls_churchyard,turner_house,1659/60,2,12,walk,,
100447,turner_house,john_pepys_house,1659/60,2,12,walk,Elizabeth Pepys,
100448,john_pepys_house,home_axe_yard,1659/60,2,12,walk,Elizabeth Pepys,
100449,home_axe_yard,office_exchequer,1659/60,2,13,walk,,
100450,office_exchequer,home_axe_yard,1659/60,2,13,walk,,
100451,home_axe_yard,sandwich_lodgings,1659/60,2,13,walk,,"""in the way met with Catan on foot in the street"" - no node, met in passing"
100452,sandwich_lodgings,home_axe_yard,1659/60,2,13,walk,,
100454,home_axe_yard,john_playford_shop,1659/60,2,13,walk,Elizabeth Pepys,
100455,john_playford_shop,john_pepys_house,1659/60,2,13,walk,Elizabeth Pepys,
100456,john_pepys_house,richard_cumberland_lodgings,1659/60,2,13,walk,,
100457,richard_cumberland_lodgings,john_pepys_house,1659/60,2,13,walk,,"""I returned"""
100458,john_pepys_house,valentine_fage_house,1659/60,2,13,walk,,"""I went to Mr. Fage from my father's"" - stated at the end of the entry, placed here on the sequence it describes"
100459,valentine_fage_house,john_pepys_house,1659/60,2,13,walk,,
100460,john_pepys_house,home_axe_yard,1659/60,2,13,walk,Elizabeth Pepys,
100461,home_axe_yard,westminster_hall,1659/60,2,14,walk,Henry Moore,
100462,westminster_hall,swan_inn,1659/60,2,14,walk,Henry Moore,
100463,swan_inn,office_exchequer,1659/60,2,14,walk,,
100464,office_exchequer,wills_alehouse,1659/60,2,14,walk,Mr Hill,"Mr Hill of Worcestershire, presumably a client of Pepys"
100465,wills_alehouse,home_axe_yard,1659/60,2,14,walk,,
100466,home_axe_yard,john_crews_house,1659/60,2,14,walk,,
100467,john_crews_house,sandwich_lodgings,1659/60,2,14,walk,,
100468,sandwich_lodgings,home_axe_yard,1659/60,2,14,walk,,
100469,home_axe_yard,westminster_hall,1659/60,2,14,walk,,
100470,westminster_hall,wills_alehouse,1659/60,2,14,walk,,
100471,wills_alehouse,home_axe_yard,1659/60,2,14,walk,,
100472,home_axe_yard,harpers_tavern,1659/60,2,15,walk,Captain Philip Holland; Captain Roger Cuttance,
100473,harpers_tavern,office_exchequer,1659/60,2,15,walk,,
100474,office_exchequer,wills_alehouse,1659/60,2,15,walk,Mr Hill,
100475,wills_alehouse,john_crews_house,1659/60,2,15,walk,,
100476,john_crews_house,michael_hering_house,1659/60,2,15,walk,,
100477,michael_hering_house,st_pauls_churchyard,1659/60,2,15,walk,,
100478,st_pauls_churchyard,john_pepys_house,1659/60,2,15,walk,,
100479,john_pepys_house,wright_house,1659/60,2,15,walk,,"""my Lady Wright's"""
100480,wright_house,sandwich_lodgings,1659/60,2,15,walk,,
100481,sandwich_lodgings,home_axe_yard,1659/60,2,15,walk,,
